num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye;date_modifiee;date_sas
ID_277122;277006;05-janv-21;37;;4.49;;41.49;05-jan-21;05JAN2021
ID_277162;359373;03-févr-22;24;;6.8;;30.8;03-feb-22;03FEB2022
ID_277281;365572;06-mars-22;34;;8;;42;06-mar-22;06MAR2022
ID_277316;318546;25-juil-21;89;;58;;147;25-jul-21;25JUL2021
ID_277353;406415;03-déc-22;162.5;;14.5;;177;03-dec-22;03DEC2022
ID_277535;291923;28-févr-21;480;-15;50;;515;28-feb-21;28FEB2021
ID_277543;292665;05-mars-21;69;;19.49;;88.49;05-mar-21;05MAR2021
ID_277679;296299;27-mars-21;11.8;;3.99;;15.79;27-mar-21;27MAR2021
ID_277766;303790;09-mai-21;59;;4.49;;63.49;09-may-21;09MAY2021
ID_277828;293840;12-mars-21;48;;5.99;;53.99;12-mar-21;12MAR2021
ID_277879;304676;14-mai-21;129;;12.99;;141.99;14-may-21;14MAY2021
ID_277920;318884;26-juil-21;33.6;;4.7;-4.7;33.6;26-jul-21;26JUL2021
ID_278090;293567;11-mars-21;60;;8;;68;11-mar-21;11MAR2021
ID_278093;287348;10-févr-21;56;;4.99;-4.99;56;10-feb-21;10FEB2021
ID_278309;304786;16-mai-21;25;;3.99;;28.99;16-may-21;16MAY2021
ID_27961;280989;19-janv-21;44;;3.99;;47.99;19-jan-21;19JAN2021
ID_28085;296811;29-mars-21;39.5;;6.8;;46.3;29-mar-21;29MAR2021
ID_284;400046;22-oct-22;218;-98;31;-31;120;22-oct-22;22OCT2022
ID_28977;277517;09-janv-21;59.6;;19.49;;79.09;09-jan-21;09JAN2021
ID_290085;326239;12-sept-21;29;;6.8;;35.8;12-sep-21;12SEP2021
ID_29056;290836;26-févr-21;75;;19.49;;94.49;26-feb-21;26FEB2021
ID_2914;300350;13-avr-21;175;;29.99;;204.99;13-apr-21;13APR2021
ID_29221;333511;25-oct-21;42;;8;;50;25-oct-21;25OCT2021
ID_2976;401438;04-nov-22;68;;5.2;;73.2;04-nov-22;04NOV2022
ID_29850;281654;21-janv-21;36;-7.2;4.49;;33.29;21-jan-21;21JAN2021
ID_298710;402484;09-nov-22;18;;5.2;;23.2;09-nov-22;09NOV2022
ID_298837;290818;26-févr-21;250;;29.99;;279.99;26-feb-21;26FEB2021
ID_300086;343579;27-nov-21;89;;19.49;;108.49;27-nov-21;27NOV2021
ID_302750;286671;08-févr-21;27;;3.99;;30.99;08-feb-21;08FEB2021
ID_303667;406859;04-déc-22;39;;6.5;;45.5;04-dec-22;04DEC2022
ID_30514;361007;09-févr-22;39;;4.49;;43.49;09-feb-22;09FEB2022
ID_30549;387788;10-juil-22;220;;25;-25;220;10-jul-22;10JUL2022
ID_3060;349140;30-déc-21;32;;3.99;;35.99;30-dec-21;30DEC2021
ID_30630;323097;21-déc-21;12.5;;3.49;;15.99;21-dec-21;21DEC2021
ID_306791;294481;15-mars-21;83;;4.99;;87.99;15-mar-21;15MAR2021
ID_30690;279372;12-janv-21;460.6;;29.99;;490.59;12-jan-21;12JAN2021
ID_307;326618;13-sept-21;739;-73.9;53.19;-53.19;665.1;13-sep-21;13SEP2021
ID_307034;289723;20-févr-21;19;;3.99;;22.99;20-feb-21;20FEB2021
ID_30737;291264;26-févr-21;135;;29.99;;164.99;26-feb-21;26FEB2021
ID_30777;319231;28-juil-21;15.95;;4.7;-4.7;15.95;28-jul-21;28JUL2021
ID_30962;295674;25-mars-21;32;;6.8;;38.8;25-mar-21;25MAR2021
ID_311176;324644;02-sept-21;32;;4.99;;36.99;02-sep-21;02SEP2021
ID_31129;322488;18-déc-21;78.4;;4.7;-4.7;78.4;18-dec-21;18DEC2021
ID_31135;301904;25-avr-21;67;;8;;75;25-apr-21;25APR2021
ID_311932;337455;09-nov-21;46.5;;14.4;;60.9;09-nov-21;09NOV2021
ID_31270;286598;08-févr-21;424;;29.99;;453.99;08-feb-21;08FEB2021
ID_312756;290931;26-févr-21;75;;19.49;;94.49;26-feb-21;26FEB2021
ID_31421;279808;14-janv-21;70;;8;;78;14-jan-21;14JAN2021
ID_314977;401326;03-nov-22;65;;6.5;;71.5;03-nov-22;03NOV2022
ID_31502;372204;10-avr-22;419;;25;-25;419;10-apr-22;10APR2022
ID_316427;355945;24-janv-22;29.95;;4.99;;34.94;24-jan-22;24JAN2022
ID_316873;316247;15-juil-21;49;-4.9;3.99;;48.09;15-jul-21;15JUL2021
ID_31853;300249;12-avr-21;38;;6.8;;44.8;12-apr-21;12APR2021
ID_318904;303048;03-mai-21;17;;4.49;;21.49;03-may-21;03MAY2021
ID_319336;339989;17-nov-21;40;;5.49;;45.49;17-nov-21;17NOV2021
ID_319341;303436;06-mai-21;22;;3.99;;25.99;06-may-21;06MAY2021
ID_319413;290048;22-févr-21;35;;7.99;-7.99;35;22-feb-21;22FEB2021
ID_319453;334280;30-oct-21;35;;6.8;;41.8;30-oct-21;30OCT2021
ID_319496;281778;21-janv-21;73;;4.99;;77.99;21-jan-21;21JAN2021
ID_319547;284386;30-janv-21;14.9;-2.98;12.99;;24.91;30-jan-21;30JAN2021
ID_319682;297071;30-mars-21;55;;3.99;;58.99;30-mar-21;30MAR2021
ID_319796;290118;22-févr-21;146.5;;9.99;-9.99;146.5;22-feb-21;22FEB2021
ID_319875;366182;10-mars-22;89;;4.99;;93.99;10-mar-22;10MAR2022
ID_320164;342668;24-nov-21;24;;4.99;;28.99;24-nov-21;24NOV2021
ID_320171;310255;19-juin-21;29;;6.8;;35.8;19-jun-21;19JUN2021
ID_320212;317407;20-juil-21;150;;11.2;;161.2;20-jul-21;20JUL2021
ID_320332;398017;08-oct-22;29;;6.5;;35.5;08-oct-22;08OCT2022
ID_320464;395874;18-sept-22;113;;25;;138;18-sep-22;18SEP2022
ID_320495;317578;21-juil-21;15;;5.49;;20.49;21-jul-21;21JUL2021
ID_320561;386436;07-juil-22;150;-15;17.4;-17.4;135;07-jul-22;07JUL2022
ID_320682;276566;01-janv-21;17.5;;3.99;;21.49;01-jan-21;01JAN2021
ID_320836;286614;08-févr-21;127;-15;4.49;;116.49;08-feb-21;08FEB2021
ID_320845;392356;14-déc-22;35;;5.5;;40.5;14-dec-22;14DEC2022
ID_320920;284956;01-févr-21;68.5;;3.99;;72.49;01-feb-21;01FEB2021
ID_321039;298512;06-avr-21;115;;19.49;;134.49;06-apr-21;06APR2021
ID_321260;305349;20-mai-21;765;;84.99;;849.99;20-may-21;20MAY2021
ID_321332;341518;21-nov-21;21;;6.8;;27.8;21-nov-21;21NOV2021
ID_321474;282845;24-janv-21;110.5;;8;;118.5;24-jan-21;24JAN2021
ID_321777;285055;01-févr-21;47;;6.8;;53.8;01-feb-21;01FEB2021
ID_322144;404647;20-nov-22;17;;5.99;;22.99;20-nov-22;20NOV2022
ID_322474;307916;03-juin-21;125;;11.2;;136.2;03-jun-21;03JUN2021
ID_322515;341975;23-nov-21;450;;29.99;;479.99;23-nov-21;23NOV2021
ID_3228;282988;24-janv-21;37.5;;4.49;;41.99;24-jan-21;24JAN2021
ID_323010;319042;27-juil-21;64.5;-6.45;19.49;;77.54;27-jul-21;27JUL2021
ID_323016;304463;13-mai-21;149;;6.8;;155.8;13-may-21;13MAY2021
ID_323469;280156;15-janv-21;9.8;;4.49;;14.29;15-jan-21;15JAN2021
ID_323514;346732;11-déc-21;179;-20;12.99;;171.99;11-dec-21;11DEC2021
ID_323647;279119;12-janv-21;51;;9.6;;60.6;12-jan-21;12JAN2021
ID_323726;312355;28-juin-21;10;;4.7;;14.7;28-jun-21;28JUN2021
ID_323787;310728;20-juin-21;60.5;;4.49;-4.49;60.5;20-jun-21;20JUN2021
ID_324043;286906;09-févr-21;222;;8;;230;09-feb-21;09FEB2021
ID_324073;342879;25-nov-21;63.7;;4.99;;68.69;25-nov-21;25NOV2021
ID_324088;318331;24-juil-21;176;-17.6;29.99;-29.99;158.4;24-jul-21;24JUL2021
ID_324126;280766;18-janv-21;109;;12.99;;121.99;18-jan-21;18JAN2021
ID_324441;297293;31-mars-21;12.95;;3.49;;16.44;31-mar-21;31MAR2021
ID_324484;304584;14-mai-21;75;;29;-29;75;14-may-21;14MAY2021
ID_324680;401790;07-nov-22;694;;32;-32;694;07-nov-22;07NOV2022
ID_324704;315599;12-juil-21;70;;8;;78;12-jul-21;12JUL2021
ID_324737;307405;31-mai-21;12;;3.99;;15.99;31-may-21;31MAY2021
ID_324971;307303;31-mai-21;23.85;;8;;31.85;31-may-21;31MAY2021
ID_325065;301677;23-avr-21;75;;6.8;;81.8;23-apr-21;23APR2021
ID_325256;335065;03-nov-21;50;;4.49;;54.49;03-nov-21;03NOV2021
ID_325422;325648;09-sept-21;24.5;;4.49;;28.99;09-sep-21;09SEP2021
ID_3256;281594;21-janv-21;45;-9;6.8;;42.8;21-jan-21;21JAN2021
ID_325730;311043;23-juin-21;84;;9.6;;93.6;23-jun-21;23JUN2021
ID_326118;284504;30-janv-21;12.5;;3.99;;16.49;30-jan-21;30JAN2021
ID_326186;292838;06-mars-21;15;;3.99;;18.99;06-mar-21;06MAR2021
ID_326484;316115;15-juil-21;70;-7;9.6;;72.6;15-jul-21;15JUL2021
ID_326660;276985;05-janv-21;60.5;;6.8;;67.3;05-jan-21;05JAN2021
ID_326815;358832;01-févr-22;79;;12.99;;91.99;01-feb-22;01FEB2022
ID_326884;358536;01-févr-22;37;;9.6;;46.6;01-feb-22;01FEB2022
ID_327192;277624;09-janv-21;75.4;;5.99;;81.39;09-jan-21;09JAN2021
ID_327204;293500;11-mars-21;94.3;;4.99;;99.29;11-mar-21;11MAR2021
ID_327311;318241;24-juil-21;169;-16.9;7.99;;160.09;24-jul-21;24JUL2021
ID_327347;294083;13-mars-21;113;;16;;129;13-mar-21;13MAR2021
ID_327630;303247;05-mai-21;12.5;;4.7;;17.2;05-may-21;05MAY2021
ID_327837;282356;23-janv-21;25;;3.99;;28.99;23-jan-21;23JAN2021
ID_328035;287638;11-févr-21;58;;8;;66;11-feb-21;11FEB2021
ID_328073;368530;28-mars-22;150;;31;;181;28-mar-22;28MAR2022
ID_328098;362873;19-févr-22;102;-20;12.8;;94.8;19-feb-22;19FEB2022
ID_328683;285919;04-févr-21;113;;9.6;;122.6;04-feb-21;04FEB2021
ID_328692;343463;26-nov-21;199;-20;22;;201;26-nov-21;26NOV2021
ID_328867;329115;25-sept-21;92;;5.99;;97.99;25-sep-21;25SEP2021
ID_328962;310954;22-juin-21;558;;58;;616;22-jun-21;22JUN2021
ID_329100;305921;23-mai-21;87.5;;4.99;;92.49;23-may-21;23MAY2021
ID_329126;303615;07-mai-21;75;;5.99;;80.99;07-may-21;07MAY2021
ID_329548;314739;08-juil-21;58.5;;12.8;;71.3;08-jul-21;08JUL2021
ID_329620;285541;03-févr-21;30;;3.99;;33.99;03-feb-21;03FEB2021
ID_329726;322779;20-déc-21;25;;3.99;;28.99;20-dec-21;20DEC2021
ID_329901;309444;13-juin-21;10;;3.99;;13.99;13-jun-21;13JUN2021
ID_329980;276647;03-janv-21;105;-15;12.99;;102.99;03-jan-21;03JAN2021
ID_330060;326600;13-sept-21;72.25;;5.99;;78.24;13-sep-21;13SEP2021
ID_330115;295483;23-mars-21;95;;9.6;;104.6;23-mar-21;23MAR2021
ID_330301;279657;13-janv-21;22;;4.49;;26.49;13-jan-21;13JAN2021
ID_330436;332719;15-oct-21;199;;12.99;;211.99;15-oct-21;15OCT2021
ID_330545;311900;27-juin-21;375;;19.49;;394.49;27-jun-21;27JUN2021
ID_330774;281473;21-janv-21;78;-15.6;5.49;;67.89;21-jan-21;21JAN2021
ID_330878;293525;11-mars-21;75;;5.49;;80.49;11-mar-21;11MAR2021
ID_330954;301860;24-avr-21;19.5;;12.99;;32.49;24-apr-21;24APR2021
ID_331081;339821;16-nov-21;379;-20;29.99;;388.99;16-nov-21;16NOV2021
ID_331383;343306;26-nov-21;75;;17.6;;92.6;26-nov-21;26NOV2021
ID_331472;365452;05-mars-22;95;;19.49;;114.49;05-mar-22;05MAR2022
ID_331616;288272;12-févr-21;125;;4.49;-4.49;125;12-feb-21;12FEB2021
ID_332026;398719;12-oct-22;39;;7.2;;46.2;12-oct-22;12OCT2022
ID_33205;279941;14-janv-21;29;;8;;37;14-jan-21;14JAN2021
ID_332097;315864;13-juil-21;44;;3.99;;47.99;13-jul-21;13JUL2021
ID_332156;277303;07-janv-21;84;;8;;92;07-jan-21;07JAN2021
ID_332162;288168;12-févr-21;56.5;;8;;64.5;12-feb-21;12FEB2021
ID_332169;309772;15-juin-21;99;;19.49;;118.49;15-jun-21;15JUN2021
ID_332251;294247;14-mars-21;130;;14.4;;144.4;14-mar-21;14MAR2021
ID_332282;296173;27-mars-21;39.1;;7.99;;47.09;27-mar-21;27MAR2021
ID_332293;307890;03-juin-21;70;;8;;78;03-jun-21;03JUN2021
ID_332473;276898;04-janv-21;15;;3.49;;18.49;04-jan-21;04JAN2021
ID_332561;337919;11-nov-21;36;;4.49;;40.49;11-nov-21;11NOV2021
ID_332594;302289;28-avr-21;146;;5.49;;151.49;28-apr-21;28APR2021
ID_332869;316056;14-juil-21;58;;8;;66;14-jul-21;14JUL2021
ID_333062;347924;19-déc-21;39;;8;;47;19-dec-21;19DEC2021
ID_333084;302760;02-mai-21;25;;3.99;;28.99;02-may-21;02MAY2021
ID_333113;299835;11-avr-21;25;;5.99;;30.99;11-apr-21;11APR2021
ID_333168;288411;12-févr-21;277;;29.99;-29.99;277;12-feb-21;12FEB2021
ID_333174;371412;08-avr-22;12.5;;4.6;;17.1;08-apr-22;08APR2022
ID_333217;329815;28-sept-21;74;-20;29.99;;83.99;28-sep-21;28SEP2021
ID_333314;314743;08-juil-21;145;;29.99;;174.99;08-jul-21;08JUL2021
ID_333402;291751;28-févr-21;20.5;;4.99;-4.99;20.5;28-feb-21;28FEB2021
ID_333463;334971;02-nov-21;90;;19.49;-6.5;102.99;02-nov-21;02NOV2021
ID_333481;303193;04-mai-21;449;;9.6;;458.6;04-may-21;04MAY2021
ID_333490;305782;22-mai-21;105;;19.49;;124.49;22-may-21;22MAY2021
ID_333586;298786;07-avr-21;22.5;;6.8;;29.3;07-apr-21;07APR2021
ID_333667;319742;30-juil-21;71.8;;4.7;-4.7;71.8;30-jul-21;30JUL2021
ID_333706;366009;09-mars-22;310;;29.99;;339.99;09-mar-22;09MAR2022
ID_333756;366040;09-mars-22;24;;4.49;;28.49;09-mar-22;09MAR2022
ID_333901;316347;16-juil-21;59;-5.9;19.49;;72.59;16-jul-21;16JUL2021
ID_333927;318744;25-juil-21;19;;8;;27;25-jul-21;25JUL2021
ID_333960;299247;10-avr-21;8.45;;4.7;;13.15;10-apr-21;10APR2021
ID_334121;312706;29-juin-21;65;;12.99;;77.99;29-jun-21;29JUN2021
ID_334200;295465;23-mars-21;45;;3.99;;48.99;23-mar-21;23MAR2021
ID_334228;301328;19-avr-21;52.5;;3.99;;56.49;19-apr-21;19APR2021
ID_334252;300284;13-avr-21;305;;29.99;;334.99;13-apr-21;13APR2021
ID_334274;289469;18-févr-21;29;;3.99;;32.99;18-feb-21;18FEB2021
ID_334376;277550;09-janv-21;43;;4.49;;47.49;09-jan-21;09JAN2021
ID_334430;344117;29-nov-21;150;;19.49;-19.49;150;29-nov-21;29NOV2021
ID_334475;342563;24-nov-21;30;;5.49;;35.49;24-nov-21;24NOV2021
ID_334771;288800;14-févr-21;29;;6.8;;35.8;14-feb-21;14FEB2021
ID_334870;298448;05-avr-21;50.5;;5.99;;56.49;05-apr-21;05APR2021
ID_334977;296485;28-mars-21;36.5;;4.49;;40.99;28-mar-21;28MAR2021
ID_334988;302168;27-avr-21;89;;6.8;;95.8;27-apr-21;27APR2021
ID_335217;311500;26-juin-21;26;;3.99;;29.99;26-jun-21;26JUN2021
ID_335222;330070;29-sept-21;20;;5.49;;25.49;29-sep-21;29SEP2021
ID_335287;276632;02-janv-21;119;;3.49;;122.49;02-jan-21;02JAN2021
ID_335393;293292;09-mars-21;10.5;;3.49;;13.99;09-mar-21;09MAR2021
ID_335396;407533;07-déc-22;32;;8.99;;40.99;07-dec-22;07DEC2022
ID_335556;284203;29-janv-21;12.5;;4.7;;17.2;29-jan-21;29JAN2021
ID_335593;401247;02-nov-22;1108;;32;-32;1108;02-nov-22;02NOV2022
ID_335699;284335;29-janv-21;85;-17;19.49;;87.49;29-jan-21;29JAN2021
ID_335704;331551;07-oct-21;29;;3.99;;32.99;07-oct-21;07OCT2021
ID_335865;311355;25-juin-21;25.2;;4.7;-4.7;25.2;25-jun-21;25JUN2021
ID_336354;277636;09-janv-21;150;;19.49;;169.49;09-jan-21;09JAN2021
ID_336485;305332;20-mai-21;32.5;;12.99;;45.49;20-may-21;20MAY2021
ID_336693;401768;07-nov-22;140;;5.99;;145.99;07-nov-22;07NOV2022
ID_336698;279368;12-janv-21;156.1;;11.2;;167.3;12-jan-21;12JAN2021
ID_336772;309901;17-juin-21;60;;8;;68;17-jun-21;17JUN2021
ID_336870;282819;24-janv-21;29.5;;6.8;;36.3;24-jan-21;24JAN2021
ID_336880;300546;14-avr-21;193.5;-25;14.4;;182.9;14-apr-21;14APR2021
ID_336887;336765;06-nov-21;35;;3.99;;38.99;06-nov-21;06NOV2021
ID_337124;310831;21-juin-21;824;;65;;889;21-jun-21;21JUN2021
ID_337149;299282;10-avr-21;45;;12.99;;57.99;10-apr-21;10APR2021
ID_337425;292050;01-mars-21;18;;3.99;;21.99;01-mar-21;01MAR2021
ID_33755;304670;14-mai-21;199;;29.99;-29.99;199;14-may-21;14MAY2021
ID_337609;291472;27-févr-21;79;;4.49;-4.49;79;27-feb-21;27FEB2021
ID_337640;286894;09-févr-21;64;;4.49;;68.49;09-feb-21;09FEB2021
ID_337668;287803;11-févr-21;27;;3.99;;30.99;11-feb-21;11FEB2021
ID_337696;319961;01-déc-21;135;;29.99;;164.99;01-dec-21;01DEC2021
ID_337808;289851;21-févr-21;25;;4.49;;29.49;21-feb-21;21FEB2021
ID_337947;396315;21-sept-22;;;;;;21-sep-22;21SEP2022
ID_337954;299519;11-avr-21;57;;4.49;;61.49;11-apr-21;11APR2021
ID_337979;280774;18-janv-21;109;;8;;117;18-jan-21;18JAN2021
ID_338261;337242;08-nov-21;30;;6.8;;36.8;08-nov-21;08NOV2021
ID_338482;394099;03-sept-22;129;-15;15.99;;129.99;03-sep-22;03SEP2022
ID_338511;277166;06-janv-21;209;;8;;217;06-jan-21;06JAN2021
ID_338571;349898;08-janv-22;22.9;;4.49;;27.39;08-jan-22;08JAN2022
ID_338577;333659;27-oct-21;42;;4.49;;46.49;27-oct-21;27OCT2021
ID_338836;340994;19-nov-21;20.5;;4.49;;24.99;19-nov-21;19NOV2021
ID_338852;313380;01-juil-21;110;;29.99;;139.99;01-jul-21;01JUL2021
ID_339039;323755;25-déc-21;12.5;;3.49;;15.99;25-dec-21;25DEC2021
ID_339270;310462;19-juin-21;55;;8;;63;19-jun-21;19JUN2021
ID_339443;300675;15-avr-21;75;;19.49;;94.49;15-apr-21;15APR2021
ID_339457;330771;02-oct-21;30;;11.2;;41.2;02-oct-21;02OCT2021
ID_339892;365442;05-mars-22;14.5;;6.8;;21.3;05-mar-22;05MAR2022
ID_340037;407019;05-déc-22;39;;6.5;;45.5;05-dec-22;05DEC2022
ID_340045;357778;29-janv-22;59;;12.99;;71.99;29-jan-22;29JAN2022
ID_340197;300076;12-avr-21;46.4;;4.7;;51.1;12-apr-21;12APR2021
ID_340530;305571;21-mai-21;79.9;;19.49;;99.39;21-may-21;21MAY2021
ID_340555;283748;26-janv-21;34.5;-6.9;3.99;;31.59;26-jan-21;26JAN2021
ID_340643;283937;27-janv-21;12.5;;3.49;;15.99;27-jan-21;27JAN2021
ID_340652;318952;26-juil-21;74.8;-38;4.7;-4.7;36.8;26-jul-21;26JUL2021
ID_340809;307160;30-mai-21;96;-25;9.6;;80.6;30-may-21;30MAY2021
ID_341092;302313;28-avr-21;187;;29.99;-29.99;187;28-apr-21;28APR2021
ID_341255;407146;05-déc-22;37;;5.2;;42.2;05-dec-22;05DEC2022
ID_341356;393380;26-déc-22;67;;6.5;;73.5;26-dec-22;26DEC2022
ID_341420;282297;23-janv-21;25;;3.99;;28.99;23-jan-21;23JAN2021
ID_341464;306500;27-mai-21;74;;8;;82;27-may-21;27MAY2021
ID_341481;378243;26-mai-22;25;;7.49;;32.49;26-may-22;26MAY2022
ID_341858;334694;01-nov-21;102;-20;7.99;;89.99;01-nov-21;01NOV2021
ID_341919;359658;04-févr-22;;;84.99;;84.99;04-feb-22;04FEB2022
ID_341959;308018;04-juin-21;15;-7.5;3.99;;11.49;04-jun-21;04JUN2021
ID_341987;334863;02-nov-21;24.5;;8;;32.5;02-nov-21;02NOV2021
ID_342095;314707;08-juil-21;12.5;;4.7;;17.2;08-jul-21;08JUL2021
ID_342207;319838;01-déc-21;418;;58;;476;01-dec-21;01DEC2021
ID_342383;310620;20-juin-21;19;;3.49;-3.49;19;20-jun-21;20JUN2021
ID_34262;396523;23-sept-22;78;;8.49;;86.49;23-sep-22;23SEP2022
ID_342766;326064;11-sept-21;40.7;;8;;48.7;11-sep-21;11SEP2021
ID_342778;302491;01-mai-21;37;;3.99;;40.99;01-may-21;01MAY2021
ID_342858;336524;05-nov-21;39;;5.99;;44.99;05-nov-21;05NOV2021
ID_342967;365021;02-mars-22;8;;6.8;;14.8;02-mar-22;02MAR2022
ID_343168;315238;10-juil-21;44.9;;12.99;;57.89;10-jul-21;10JUL2021
ID_343238;297100;30-mars-21;40.7;;4.49;;45.19;30-mar-21;30MAR2021
ID_343281;400520;27-oct-22;32;;6.99;;38.99;27-oct-22;27OCT2022
ID_343359;338657;13-nov-21;15;;4.49;-0.5;18.99;13-nov-21;13NOV2021
ID_343420;378278;26-mai-22;120;;8.49;;128.49;26-may-22;26MAY2022
ID_343460;395929;18-sept-22;310;;31;;341;18-sep-22;18SEP2022
ID_343530;298061;04-avr-21;12;;3.99;;15.99;04-apr-21;04APR2021
ID_343660;287816;11-févr-21;29;;3.99;;32.99;11-feb-21;11FEB2021
ID_344091;357106;28-janv-22;300;;29.99;-29.99;300;28-jan-22;28JAN2022
ID_344110;281046;19-janv-21;50.5;;12.99;;63.49;19-jan-21;19JAN2021
ID_344131;331126;04-oct-21;859;-85.9;29.99;;803.09;04-oct-21;04OCT2021
ID_344173;297733;02-avr-21;59.5;;4.99;-4.99;59.5;02-apr-21;02APR2021
ID_344249;407064;05-déc-22;40;;5.99;;45.99;05-dec-22;05DEC2022
ID_344670;381196;14-juin-22;33.5;;5.99;;39.49;14-jun-22;14JUN2022
ID_344800;295195;21-mars-21;21;;6.8;;27.8;21-mar-21;21MAR2021
ID_344887;294100;13-mars-21;19.5;;8;;27.5;13-mar-21;13MAR2021
ID_345080;299502;11-avr-21;135;;19.49;-9.49;145;11-apr-21;11APR2021
ID_345318;404948;23-nov-22;95;;30.99;;125.99;23-nov-22;23NOV2022
ID_345354;403550;14-nov-22;36;;5.2;;41.2;14-nov-22;14NOV2022
ID_346005;304618;14-mai-21;73.6;;4.7;-4.7;73.6;14-may-21;14MAY2021
ID_346319;281937;21-janv-21;300;;12.99;;312.99;21-jan-21;21JAN2021
ID_346353;340778;18-nov-21;58;;4.99;;62.99;18-nov-21;18NOV2021
ID_346380;367023;19-mars-22;167.5;;14.4;;181.9;19-mar-22;19MAR2022
ID_346381;289697;20-févr-21;90;;3.99;;93.99;20-feb-21;20FEB2021
ID_346813;309533;13-juin-21;149;;19.49;;168.49;13-jun-21;13JUN2021
ID_346920;314322;06-juil-21;58.5;;7.99;;66.49;06-jul-21;06JUL2021
ID_347810;403717;15-nov-22;14;;7.2;;21.2;15-nov-22;15NOV2022
ID_347826;289236;17-févr-21;55;;8;;63;17-feb-21;17FEB2021
ID_347952;289486;18-févr-21;24;;4.7;;28.7;18-feb-21;18FEB2021
ID_348034;307992;04-juin-21;134.5;;8;;142.5;04-jun-21;04JUN2021
ID_348256;293731;12-mars-21;30;;6.8;;36.8;12-mar-21;12MAR2021
ID_348302;334166;30-oct-21;8;;6.8;;14.8;30-oct-21;30OCT2021
ID_348375;326421;12-sept-21;58;;4.99;;62.99;12-sep-21;12SEP2021
ID_348510;330452;01-oct-21;58.5;;4.49;;62.99;01-oct-21;01OCT2021
ID_348542;303968;10-mai-21;33.5;;19.49;;52.99;10-may-21;10MAY2021
ID_348613;394390;07-sept-22;59;;15.99;;74.99;07-sep-22;07SEP2022
ID_348728;277003;05-janv-21;346;;12.99;;358.99;05-jan-21;05JAN2021
ID_348751;347321;15-déc-21;62.5;;8;;70.5;15-dec-21;15DEC2021
ID_348772;374926;30-avr-22;25;;9.49;;34.49;30-apr-22;30APR2022
ID_348835;306753;29-mai-21;26.9;;6.8;;33.7;29-may-21;29MAY2021
ID_349071;342005;23-nov-21;150;;19.49;;169.49;23-nov-21;23NOV2021
ID_349267;280072;15-janv-21;22;;4.49;;26.49;15-jan-21;15JAN2021
ID_349283;380247;08-juin-22;35;;8.49;;43.49;08-jun-22;08JUN2022
ID_349487;346441;09-déc-21;63;;19.49;;82.49;09-dec-21;09DEC2021
ID_349527;284142;28-janv-21;12.5;;4.7;;17.2;28-jan-21;28JAN2021
ID_349585;276680;03-janv-21;15;;3.49;;18.49;03-jan-21;03JAN2021
ID_349816;276708;03-janv-21;17.5;;6.8;;24.3;03-jan-21;03JAN2021
ID_349863;300971;17-avr-21;109;-25;9.6;;93.6;17-apr-21;17APR2021
ID_350000;302404;29-avr-21;201;;11.2;;212.2;29-apr-21;29APR2021
ID_350054;286722;08-févr-21;64.5;;8;;72.5;08-feb-21;08FEB2021
ID_350091;322640;19-déc-21;25;;4.49;;29.49;19-dec-21;19DEC2021
ID_350322;325850;10-sept-21;18.5;;6.8;;25.3;10-sep-21;10SEP2021
ID_350357;335976;04-nov-21;37.5;;4.49;;41.99;04-nov-21;04NOV2021
ID_350420;337552;09-nov-21;449;;9.6;;458.6;09-nov-21;09NOV2021
ID_350575;304687;15-mai-21;300;;29.99;-29.99;300;15-may-21;15MAY2021
ID_350591;361504;11-févr-22;39;;12.99;;51.99;11-feb-22;11FEB2022
ID_350776;285544;03-févr-21;25;;4.49;;29.49;03-feb-21;03FEB2021
ID_350778;292722;05-mars-21;275;;45.49;;320.49;05-mar-21;05MAR2021
ID_350795;407775;09-déc-22;39;;5.2;;44.2;09-dec-22;09DEC2022
ID_350866;358053;30-janv-22;875;-175;44;;744;30-jan-22;30JAN2022
ID_350944;338878;13-nov-21;10.95;;3.99;;14.94;13-nov-21;13NOV2021
ID_350946;307043;30-mai-21;29.5;;3.99;;33.49;30-may-21;30MAY2021
ID_351067;327695;17-sept-21;55;;4.99;;59.99;17-sep-21;17SEP2021
ID_351172;361994;15-févr-22;42;;4.49;;46.49;15-feb-22;15FEB2022
ID_351191;321050;06-déc-21;80;;8;;88;06-dec-21;06DEC2021
ID_351218;295011;20-mars-21;29;;5.49;;34.49;20-mar-21;20MAR2021
ID_351603;280756;17-janv-21;318;;12.99;;330.99;17-jan-21;17JAN2021
ID_351741;289572;19-févr-21;51;;8;;59;19-feb-21;19FEB2021
ID_351844;290265;23-févr-21;24.5;;4.49;-4.49;24.5;23-feb-21;23FEB2021
ID_351861;398698;12-oct-22;36.1;;5.99;;42.09;12-oct-22;12OCT2022
ID_351934;365292;03-mars-22;620;;44;;664;03-mar-22;03MAR2022
ID_352123;317342;20-juil-21;145;-14.5;29.99;;160.49;20-jul-21;20JUL2021
ID_352136;297340;01-avr-21;33.5;;4.99;;38.49;01-apr-21;01APR2021
ID_352287;282274;23-janv-21;30;-6;4.49;;28.49;23-jan-21;23JAN2021
