num_client;recence;frequence;montant;seg_recence;seg_frequence;seg_montant;seg_RF;seg_RFM;date_premiere_commande;min_montant;mean_montant;max_montant;sum_montant;NB_commande_V_avec_remise;sum_montant_remise;sum_montant_livraison
ID_319341;6;3;77.99;R3;F2;M2;RF3;RFM8;06MAY2021;10.5;25.996666667;41.5;77.99;0;;14.48
ID_319413;4;3;210.69;R3;F2;M2;RF3;RFM8;22FEB2021;25.7;70.23;149.99;210.69;0;;43.18
ID_319453;15;1;41.8;R1;F1;M1;RF1;RFM1;30OCT2021;41.8;41.8;41.8;41.8;0;;6.8
ID_319496;3;2;108.49;R3;F2;M2;RF3;RFM8;21JAN2021;30.5;54.245;77.99;108.49;0;;11.49
ID_319547;23;2;46.9;R1;F2;M1;RF1;RFM1;30JAN2021;21.99;23.45;24.91;46.9;0;-2.98;16.98
ID_319682;14;5;258.85;R1;F3;M2;RF2;RFM5;30MAR2021;27.99;51.77;69.49;258.85;0;;21.95
ID_319796;23;1;146.5;R1;F1;M2;RF1;RFM2;22FEB2021;146.5;146.5;146.5;146.5;0;;9.99
ID_319875;10;1;93.99;R2;F1;M2;RF2;RFM5;10MAR2022;93.99;93.99;93.99;93.99;0;;4.99
ID_320164;14;1;28.99;R1;F1;M1;RF1;RFM1;24NOV2021;28.99;28.99;28.99;28.99;0;;4.99
ID_320171;19;1;35.8;R1;F1;M1;RF1;RFM1;19JUN2021;35.8;35.8;35.8;35.8;0;;6.8
ID_320212;18;1;161.2;R1;F1;M2;RF1;RFM2;20JUL2021;161.2;161.2;161.2;161.2;0;;11.2
ID_320332;3;1;35.5;R3;F1;M1;RF2;RFM4;08OCT2022;35.5;35.5;35.5;35.5;0;;6.5
ID_320464;4;2;162;R3;F2;M2;RF3;RFM8;18SEP2022;24;81;138;162;0;;50
ID_320495;8;2;100.49;R2;F2;M2;RF2;RFM5;21JUL2021;20.49;50.245;80;100.49;0;;16.49
ID_320561;6;1;135;R3;F1;M2;RF2;RFM5;07JUL2022;135;135;135;135;0;-15;17.4
ID_320682;22;3;56.47;R1;F2;M1;RF1;RFM1;01JAN2021;15.99;18.823333333;21.49;56.47;0;-3;11.97
ID_320836;12;3;286.47;R2;F2;M2;RF2;RFM5;08FEB2021;59.99;95.49;116.49;286.47;0;-30;13.47
ID_320845;1;1;40.5;R3;F1;M1;RF2;RFM4;14DEC2022;40.5;40.5;40.5;40.5;0;;5.5
ID_320920;19;2;112.98;R1;F2;M2;RF1;RFM2;01FEB2021;40.49;56.49;72.49;112.98;0;;8.48
ID_321039;19;3;656.97;R1;F2;M3;RF1;RFM3;06APR2021;107.99;218.99;414.49;656.97;0;;94.97
ID_321260;1;10;3953.42;R3;F3;M3;RF3;RFM9;20MAY2021;65.99;395.342;938;3953.42;0;-30;236.91
ID_321332;2;7;1026.49;R3;F3;M3;RF3;RFM9;21NOV2021;27.8;146.64142857;529.5;1026.49;0;;88.69
ID_321474;1;6;485.19;R3;F3;M3;RF3;RFM9;24JAN2021;22.49;80.865;192;485.19;0;;58.69
ID_321777;18;4;119.1;R1;F3;M2;RF2;RFM5;01FEB2021;17.2;29.775;53.8;119.1;0;;25.1
ID_322144;2;1;22.99;R3;F1;M1;RF2;RFM4;20NOV2022;22.99;22.99;22.99;22.99;0;;5.99
ID_322474;3;7;704.48;R3;F3;M3;RF3;RFM9;03JUN2021;60.8;100.64;147;704.48;0;-15;85.48
ID_322515;14;2;531.79;R1;F2;M3;RF1;RFM3;23NOV2021;51.8;265.895;479.99;531.79;0;;36.79
ID_3228;7;6;439.45;R3;F3;M3;RF3;RFM9;24JAN2021;26;73.241666667;225.99;439.45;0;;42.45
ID_323010;18;1;77.54;R1;F1;M2;RF1;RFM2;27JUL2021;77.54;77.54;77.54;77.54;0;-6.45;19.49
ID_323016;7;3;240.3;R3;F2;M2;RF3;RFM8;13MAY2021;22.7;80.1;155.8;240.3;0;;18.8
ID_323469;24;1;14.29;R1;F1;M1;RF1;RFM1;15JAN2021;14.29;14.29;14.29;14.29;0;;4.49
ID_323514;13;1;171.99;R2;F1;M2;RF2;RFM5;11DEC2021;171.99;171.99;171.99;171.99;0;-20;12.99
ID_323647;11;6;383.3;R2;F3;M3;RF3;RFM9;12JAN2021;41.9;63.883333333;94.4;383.3;0;;59.1
ID_323726;3;4;426.67;R3;F3;M3;RF3;RFM9;28JUN2021;14.7;106.6675;154.49;426.67;0;-40;56.67
ID_323787;19;1;60.5;R1;F1;M1;RF1;RFM1;20JUN2021;60.5;60.5;60.5;60.5;0;;4.49
ID_324043;23;2;280;R1;F2;M2;RF1;RFM2;09FEB2021;50;140;230;280;0;;16
ID_324073;7;5;436.86;R3;F3;M3;RF3;RFM9;25NOV2021;53.99;87.372;162.49;436.86;0;-30;41.66
ID_324088;6;2;271.05;R3;F2;M2;RF3;RFM8;24JUL2021;112.65;135.525;158.4;271.05;0;-32.6;44.99
ID_324126;24;1;121.99;R1;F1;M2;RF1;RFM2;18JAN2021;121.99;121.99;121.99;121.99;0;;12.99
ID_324441;22;1;16.44;R1;F1;M1;RF1;RFM1;31MAR2021;16.44;16.44;16.44;16.44;0;;3.49
ID_324484;20;2;90.95;R1;F2;M2;RF1;RFM2;14MAY2021;15.95;45.475;75;90.95;0;;33.7
ID_324680;2;1;694;R3;F1;M3;RF2;RFM6;07NOV2022;694;694;694;694;0;;32
ID_324704;18;1;78;R1;F1;M2;RF1;RFM2;12JUL2021;78;78;78;78;0;;8
ID_324737;4;6;389.87;R3;F3;M3;RF3;RFM9;31MAY2021;15.99;64.978333333;150.39;389.87;0;-15;55.77
ID_324971;9;3;490.63;R2;F2;M3;RF2;RFM6;31MAY2021;31.85;163.54333333;249.79;490.63;0;;53.98
ID_325065;19;2;662.29;R1;F2;M3;RF1;RFM3;23APR2021;81.8;331.145;580.49;662.29;0;-25;12.29
ID_325256;7;2;212.98;R3;F2;M2;RF3;RFM8;03NOV2021;54.49;106.49;158.49;212.98;0;;12.98
ID_325422;12;2;81.99;R2;F2;M2;RF2;RFM5;09SEP2021;28.99;40.995;53;81.99;0;;12.49
ID_3256;18;3;315.79;R1;F2;M3;RF1;RFM3;21JAN2021;42.8;105.26333333;154.99;315.79;0;-9;65.79
ID_325730;19;1;93.6;R1;F1;M2;RF1;RFM2;23JUN2021;93.6;93.6;93.6;93.6;0;;9.6
ID_326118;12;3;58.45;R2;F2;M1;RF2;RFM4;30JAN2021;16.41;19.483333333;25.55;58.45;0;-8.12;13.47
ID_326186;1;3;105.68;R3;F2;M2;RF3;RFM8;06MAR2021;18.99;35.226666667;47.2;105.68;0;;12.68
ID_326484;18;1;72.6;R1;F1;M1;RF1;RFM1;15JUL2021;72.6;72.6;72.6;72.6;0;-7;9.6
ID_326660;7;5;406.76;R3;F3;M3;RF3;RFM9;05JAN2021;32.49;81.352;184.49;406.76;0;;66.26
ID_326815;2;7;1051.44;R3;F3;M3;RF3;RFM9;01FEB2022;23.49;150.20571429;494.99;1051.44;0;;104.94
ID_326884;1;3;209.09;R3;F2;M2;RF3;RFM8;01FEB2022;46.6;69.696666667;84;209.09;0;;28.09
ID_327192;13;2;253.58;R2;F2;M2;RF2;RFM5;09JAN2021;81.39;126.79;172.19;253.58;0;;59.18
ID_327204;6;3;187.77;R3;F2;M2;RF3;RFM8;11MAR2021;41.99;62.59;99.29;187.77;0;;17.47
ID_327311;18;1;160.09;R1;F1;M2;RF1;RFM2;24JUL2021;160.09;160.09;160.09;160.09;0;-16.9;7.99
ID_327347;18;2;334.6;R1;F2;M3;RF1;RFM3;13MAR2021;129;167.3;205.6;334.6;0;;25.6
ID_327630;6;2;30.9;R3;F2;M1;RF3;RFM7;05MAY2021;13.7;15.45;17.2;30.9;0;;8.9
ID_327837;24;1;28.99;R1;F1;M1;RF1;RFM1;23JAN2021;28.99;28.99;28.99;28.99;0;;3.99
ID_328035;23;1;66;R1;F1;M1;RF1;RFM1;11FEB2021;66;66;66;66;0;;8
ID_328073;10;1;181;R2;F1;M2;RF2;RFM5;28MAR2022;181;181;181;181;0;;31
ID_328098;11;1;94.8;R2;F1;M2;RF2;RFM5;19FEB2022;94.8;94.8;94.8;94.8;0;-20;12.8
ID_328683;10;2;195.59;R2;F2;M2;RF2;RFM5;04FEB2021;72.99;97.795;122.6;195.59;0;;22.59
ID_328692;9;4;964.19;R2;F3;M3;RF3;RFM9;26NOV2021;25.99;241.0475;675;964.19;0;-40;67.19
ID_328867;14;2;176.99;R1;F2;M2;RF1;RFM2;25SEP2021;79;88.495;97.99;176.99;0;;21.99
ID_328962;7;2;759.75;R3;F2;M3;RF3;RFM9;22JUN2021;143.75;379.875;616;759.75;0;;70.25
ID_329100;20;1;92.49;R1;F1;M2;RF1;RFM2;23MAY2021;92.49;92.49;92.49;92.49;0;;4.99
ID_329126;16;3;739.28;R1;F2;M3;RF1;RFM3;07MAY2021;80.99;246.42666667;477.49;739.28;0;;38.28
ID_329548;18;1;71.3;R1;F1;M1;RF1;RFM1;08JUL2021;71.3;71.3;71.3;71.3;0;;12.8
ID_329620;7;3;95.07;R3;F2;M2;RF3;RFM8;03FEB2021;26.99;31.69;34.09;95.07;0;-6.4;16.47
ID_329726;13;1;28.99;R2;F1;M1;RF2;RFM4;20DEC2021;28.99;28.99;28.99;28.99;0;;3.99
ID_329901;6;3;94.97;R3;F2;M2;RF3;RFM8;13JUN2021;13.99;31.656666667;47.49;94.97;0;;15.97
ID_329980;1;8;460.96;R3;F3;M3;RF3;RFM9;03JAN2021;24.7;57.62;102.99;460.96;0;-15;69.46
ID_330060;6;2;134.44;R3;F2;M2;RF3;RFM8;13SEP2021;56.2;67.22;78.24;134.44;0;;14.49
ID_330115;18;2;289.09;R1;F2;M2;RF1;RFM2;23MAR2021;104.6;144.545;184.49;289.09;0;;29.09
ID_330301;13;4;238.46;R2;F3;M2;RF3;RFM8;13JAN2021;26.49;59.615;77.99;238.46;0;;26.46
ID_330436;1;2;239.98;R3;F2;M2;RF3;RFM8;15OCT2021;27.99;119.99;211.99;239.98;0;;19.98
ID_330545;8;3;790.99;R2;F2;M3;RF2;RFM6;27JUN2021;183.5;263.66333333;394.49;790.99;0;;68.49
ID_330774;14;5;223.75;R1;F3;M2;RF2;RFM5;21JAN2021;22.49;44.75;68.99;223.75;0;-15.6;21.45
ID_330878;7;4;369.96;R3;F3;M3;RF3;RFM9;11MAR2021;42.99;92.49;202.99;369.96;0;-15;82.96
ID_330954;21;1;32.49;R1;F1;M1;RF1;RFM1;24APR2021;32.49;32.49;32.49;32.49;0;;12.99
ID_331081;1;2;433.19;R3;F2;M3;RF3;RFM9;16NOV2021;44.2;216.595;388.99;433.19;0;-20;35.19
ID_331383;8;2;197.59;R2;F2;M2;RF2;RFM5;26NOV2021;92.6;98.795;104.99;197.59;0;;33.59
ID_331472;10;1;114.49;R2;F1;M2;RF2;RFM5;05MAR2022;114.49;114.49;114.49;114.49;0;;19.49
ID_331616;13;4;312.18;R2;F3;M3;RF3;RFM9;12FEB2021;20.99;78.045;125;312.18;0;;32.67
ID_332026;3;1;46.2;R3;F1;M1;RF2;RFM4;12OCT2022;46.2;46.2;46.2;46.2;0;;7.2
ID_33205;11;6;237.89;R2;F3;M2;RF3;RFM8;14JAN2021;16.7;39.648333333;107.99;237.89;0;;58.29
ID_332097;18;1;47.99;R1;F1;M1;RF1;RFM1;13JUL2021;47.99;47.99;47.99;47.99;0;;3.99
ID_332156;1;3;237.99;R3;F2;M2;RF3;RFM8;07JAN2021;60.5;79.33;92;237.99;0;;27.49
ID_332162;1;5;314.2;R3;F3;M3;RF3;RFM9;12FEB2021;36;62.84;114.5;314.2;0;;41.7
ID_332169;13;2;182.48;R2;F2;M2;RF2;RFM5;15JUN2021;63.99;91.24;118.49;182.48;0;;25.48
ID_332251;1;4;234.39;R3;F3;M2;RF3;RFM8;14MAR2021;22.5;58.5975;144.4;234.39;0;;31.39
ID_332282;22;1;47.09;R1;F1;M1;RF1;RFM1;27MAR2021;47.09;47.09;47.09;47.09;0;;7.99
ID_332293;3;2;320.5;R3;F2;M3;RF3;RFM9;03JUN2021;78;160.25;242.5;320.5;0;-15;30.5
ID_332473;9;4;111.48;R2;F3;M2;RF3;RFM8;04JAN2021;18.49;27.87;35.8;111.48;0;;19.98
ID_332561;14;1;40.49;R1;F1;M1;RF1;RFM1;11NOV2021;40.49;40.49;40.49;40.49;0;;4.49
ID_332594;1;7;904.86;R3;F3;M3;RF3;RFM9;28APR2021;14.2;129.26571429;350;904.86;0;;66.86
ID_332869;12;4;154.7;R2;F3;M2;RF3;RFM8;14JUL2021;17.2;38.675;66;154.7;0;;24.2
ID_333062;3;2;89.99;R3;F2;M2;RF3;RFM8;19DEC2021;42.99;44.995;47;89.99;0;;13.99
ID_333084;20;1;28.99;R1;F1;M1;RF1;RFM1;02MAY2021;28.99;28.99;28.99;28.99;0;;3.99
ID_333113;21;1;30.99;R1;F1;M1;RF1;RFM1;11APR2021;30.99;30.99;30.99;30.99;0;;5.99
ID_333168;2;7;747.91;R3;F3;M3;RF3;RFM9;12FEB2021;31.49;106.84428571;277;747.91;0;-71.14;81.44
ID_333174;9;1;17.1;R2;F1;M1;RF2;RFM4;08APR2022;17.1;17.1;17.1;17.1;0;;4.6
ID_333217;16;1;83.99;R1;F1;M2;RF1;RFM2;28SEP2021;83.99;83.99;83.99;83.99;0;-20;29.99
ID_333314;2;6;647.97;R3;F3;M3;RF3;RFM9;08JUL2021;24.8;107.995;309;647.97;0;-4.9;86.37
ID_333402;4;3;116.19;R3;F2;M2;RF3;RFM8;28FEB2021;20.5;38.73;67.2;116.19;0;;17.68
ID_333463;9;3;304.47;R2;F2;M3;RF2;RFM6;02NOV2021;92.99;101.49;108.49;304.47;0;-15;48.47
ID_333481;20;1;458.6;R1;F1;M3;RF1;RFM3;04MAY2021;458.6;458.6;458.6;458.6;0;;9.6
ID_333490;12;2;169.99;R2;F2;M2;RF2;RFM5;22MAY2021;45.5;84.995;124.49;169.99;0;;27.49
ID_333586;2;3;146.3;R3;F2;M2;RF3;RFM8;07APR2021;28;48.766666667;89;146.3;0;;24.8
ID_333667;4;4;210.6;R3;F3;M2;RF3;RFM8;30JUL2021;20.5;52.65;85.5;210.6;0;;22.2
ID_333706;1;2;380.98;R3;F2;M3;RF3;RFM9;09MAR2022;40.99;190.49;339.99;380.98;0;;38.98
ID_333756;2;2;77.69;R3;F2;M2;RF3;RFM8;09MAR2022;28.49;38.845;49.2;77.69;0;;9.69
ID_333901;6;4;1189.03;R3;F3;M3;RF3;RFM9;16JUL2021;62.45;297.2575;950;1189.03;0;-18.84;64.46
ID_333927;18;1;27;R1;F1;M1;RF1;RFM1;25JUL2021;27;27;27;27;0;;8
ID_333960;1;4;182.34;R3;F3;M2;RF3;RFM8;10APR2021;13.15;45.585;81.5;182.34;0;-8;20.39
ID_334121;19;1;77.99;R1;F1;M2;RF1;RFM2;29JUN2021;77.99;77.99;77.99;77.99;0;;12.99
ID_334200;1;3;766.49;R3;F2;M3;RF3;RFM9;23MAR2021;48.99;255.49666667;656;766.49;0;-30;75.49
ID_334228;21;1;56.49;R1;F1;M1;RF1;RFM1;19APR2021;56.49;56.49;56.49;56.49;0;;3.99
ID_334252;2;2;406.24;R3;F2;M3;RF3;RFM9;13APR2021;71.25;203.12;334.99;406.24;0;;42.24
ID_334274;1;3;97.47;R3;F2;M2;RF3;RFM8;18FEB2021;31.49;32.49;32.99;97.47;0;;15.47
ID_334376;3;7;583.84;R3;F3;M3;RF3;RFM9;09JAN2021;14;83.405714286;335.49;583.84;0;-6;74.43
ID_334430;14;1;150;R1;F1;M2;RF1;RFM2;29NOV2021;150;150;150;150;0;;19.49
ID_334475;9;3;84.08;R2;F2;M2;RF2;RFM5;24NOV2021;17.1;28.026666667;35.49;84.08;0;;14.58
ID_334771;18;3;225.78;R1;F2;M2;RF1;RFM2;14FEB2021;35.8;75.26;97.99;225.78;0;;32.78
ID_334870;2;3;186.47;R3;F2;M2;RF3;RFM8;05APR2021;56.49;62.156666667;65.4;186.47;0;;27.99
ID_334977;18;2;66.79;R1;F2;M1;RF1;RFM1;28MAR2021;25.8;33.395;40.99;66.79;0;;11.29
ID_334988;4;5;393.99;R3;F3;M3;RF3;RFM9;27APR2021;21.6;78.798;125;393.99;0;;58.98
ID_335217;1;7;359.45;R3;F3;M3;RF3;RFM9;26JUN2021;20.49;51.35;138;359.45;0;-15;40.14
ID_335222;9;5;392.68;R2;F3;M3;RF3;RFM9;29SEP2021;17;78.536;203.79;392.68;0;;52.58
ID_335287;16;7;625.94;R1;F3;M3;RF2;RFM6;02JAN2021;32.99;89.42;213;625.94;0;;41.94
ID_335393;22;1;13.99;R1;F1;M1;RF1;RFM1;09MAR2021;13.99;13.99;13.99;13.99;0;;3.49
ID_335396;1;2;173.49;R3;F2;M2;RF3;RFM8;07DEC2022;40.99;86.745;132.5;173.49;0;;23.49
ID_335556;21;2;542.69;R1;F2;M3;RF1;RFM3;29JAN2021;17.2;271.345;525.49;542.69;0;;50.19
ID_335593;2;1;1108;R3;F1;M3;RF2;RFM6;02NOV2022;1108;1108;1108;1108;0;;32
ID_335699;24;1;87.49;R1;F1;M2;RF1;RFM2;29JAN2021;87.49;87.49;87.49;87.49;0;-17;19.49
ID_335704;2;3;212.47;R3;F2;M2;RF3;RFM8;07OCT2021;32.99;70.823333333;108.49;212.47;0;;29.47
ID_335865;19;1;25.2;R1;F1;M1;RF1;RFM1;25JUN2021;25.2;25.2;25.2;25.2;0;;4.7
ID_336354;24;2;282.48;R1;F2;M2;RF1;RFM2;09JAN2021;112.99;141.24;169.49;282.48;0;-15;32.48
ID_336485;19;2;85.49;R1;F2;M2;RF1;RFM2;20MAY2021;40;42.745;45.49;85.49;0;;20.99
ID_336693;2;1;145.99;R3;F1;M2;RF2;RFM5;07NOV2022;145.99;145.99;145.99;145.99;0;;5.99
ID_336698;11;6;493.4;R2;F3;M3;RF3;RFM9;12JAN2021;17.49;82.233333333;167.3;493.4;0;-5.35;35.15
ID_336772;19;1;68;R1;F1;M1;RF1;RFM1;17JUN2021;68;68;68;68;0;;8
ID_336870;2;11;676.95;R3;F3;M3;RF3;RFM9;24JAN2021;26.89;61.540909091;136.2;676.95;0;;86.74
ID_336880;18;2;244.7;R1;F2;M2;RF1;RFM2;14APR2021;61.8;122.35;182.9;244.7;0;-30.8;24
ID_336887;6;4;231.46;R3;F3;M2;RF3;RFM8;06NOV2021;37.99;57.865;114.49;231.46;0;;38.46
ID_337124;2;10;2375.11;R3;F3;M3;RF3;RFM9;21JUN2021;91.99;237.511;889;2375.11;0;-148.14;273.53
ID_337149;2;5;311.15;R3;F3;M3;RF3;RFM9;10APR2021;35.99;62.23;130.99;311.15;0;;42.95
ID_337425;10;5;303.85;R2;F3;M3;RF3;RFM9;01MAR2021;17.89;60.77;164.49;303.85;0;-20;37.95
ID_33755;8;4;685.69;R2;F3;M3;RF3;RFM9;14MAY2021;50.2;171.4225;339;685.69;0;;67.67
ID_337609;1;7;689.08;R3;F3;M3;RF3;RFM9;27FEB2021;29;98.44;389;689.08;0;;88.24
ID_337640;2;4;298.67;R3;F3;M3;RF3;RFM9;09FEB2021;27.2;74.6675;168.49;298.67;0;;34.17
ID_337668;16;4;200.48;R1;F3;M2;RF2;RFM5;11FEB2021;25;50.12;76.49;200.48;0;;22.47
ID_337696;4;2;241.49;R3;F2;M2;RF3;RFM8;01DEC2021;76.5;120.745;164.99;241.49;0;;36.49
ID_337808;14;3;110.48;R1;F2;M2;RF1;RFM2;21FEB2021;18;36.826666667;62.99;110.48;0;;21.47
ID_337947;2;1;41.49;R3;F1;M1;RF2;RFM4;02NOV2022;41.49;41.49;41.49;41.49;0;;7.49
ID_337954;21;1;61.49;R1;F1;M1;RF1;RFM1;11APR2021;61.49;61.49;61.49;61.49;0;;4.49
ID_337979;22;4;409.2;R1;F3;M3;RF2;RFM6;18JAN2021;88.6;102.3;117;409.2;0;;31.2
ID_338261;1;4;527.8;R3;F3;M3;RF3;RFM9;08NOV2021;36.8;131.95;303.8;527.8;0;-40;120
ID_338482;4;1;129.99;R3;F1;M2;RF2;RFM5;03SEP2022;129.99;129.99;129.99;129.99;0;-15;15.99
ID_338511;11;3;280.68;R2;F2;M2;RF2;RFM5;06JAN2021;14.19;93.56;217;280.68;0;;20.48
ID_338571;12;2;141.88;R2;F2;M2;RF2;RFM5;08JAN2022;27.39;70.94;114.49;141.88;0;;23.98
ID_338577;9;2;101.69;R2;F2;M2;RF2;RFM5;27OCT2021;46.49;50.845;55.2;101.69;0;;11.69
ID_338836;1;2;75.19;R3;F2;M2;RF3;RFM8;19NOV2021;24.99;37.595;50.2;75.19;0;;9.69
ID_338852;18;1;139.99;R1;F1;M2;RF1;RFM2;01JUL2021;139.99;139.99;139.99;139.99;0;;29.99
ID_339039;4;2;48.98;R3;F2;M1;RF3;RFM7;25DEC2021;15.99;24.49;32.99;48.98;0;;12.48
ID_339270;19;1;63;R1;F1;M1;RF1;RFM1;19JUN2021;63;63;63;63;0;;8
ID_339443;1;5;275.97;R3;F3;M2;RF3;RFM8;15APR2021;30.8;55.194;94.49;275.97;0;;52.97
ID_339457;1;7;470.19;R3;F3;M3;RF3;RFM9;02OCT2021;22.5;67.17;141.5;470.19;0;-8;108.19
ID_339892;3;7;356.36;R3;F3;M3;RF3;RFM9;05MAR2022;21.3;50.908571429;77.49;356.36;0;;50.36
ID_340037;1;2;132.5;R3;F2;M2;RF3;RFM8;05DEC2022;45.5;66.25;87;132.5;0;;16.5
ID_340045;12;1;71.99;R2;F1;M1;RF2;RFM4;29JAN2022;71.99;71.99;71.99;71.99;0;;12.99
ID_340197;12;2;94.1;R2;F2;M2;RF2;RFM5;12APR2021;43;47.05;51.1;94.1;0;;12.7
ID_340530;20;1;99.39;R1;F1;M2;RF1;RFM2;21MAY2021;99.39;99.39;99.39;99.39;0;;19.49
ID_340555;2;3;251.79;R3;F2;M2;RF3;RFM8;26JAN2021;31.59;83.93;130;251.79;0;-21.9;28.68
ID_340643;20;2;33.19;R1;F2;M1;RF1;RFM1;27JAN2021;15.99;16.595;17.2;33.19;0;;8.19
ID_340652;14;2;415.8;R1;F2;M3;RF1;RFM3;26JUL2021;36.8;207.9;379;415.8;0;-38;34.69
ID_340809;15;3;240.59;R1;F2;M2;RF1;RFM2;30MAY2021;35.5;80.196666667;124.49;240.59;0;-25;37.09
ID_341092;3;3;956.99;R3;F2;M3;RF3;RFM9;28APR2021;187;318.99666667;524.99;956.99;0;;97.48
ID_341255;1;1;42.2;R3;F1;M1;RF2;RFM4;05DEC2022;42.2;42.2;42.2;42.2;0;;5.2
ID_341356;1;1;73.5;R3;F1;M1;RF2;RFM4;26DEC2022;73.5;73.5;73.5;73.5;0;;6.5
ID_341420;11;3;176.47;R2;F2;M2;RF2;RFM5;23JAN2021;26.99;58.823333333;120.49;176.47;0;;13.97
ID_341464;16;2;195.49;R1;F2;M2;RF1;RFM2;27MAY2021;82;97.745;113.49;195.49;0;;12.99
ID_341481;8;1;32.49;R2;F1;M1;RF2;RFM4;26MAY2022;32.49;32.49;32.49;32.49;0;;7.49
ID_341858;1;5;287.67;R3;F3;M2;RF3;RFM8;01NOV2021;14.49;57.534;89.99;287.67;0;-20;38.17
ID_341919;2;3;484.68;R3;F2;M3;RF3;RFM9;04FEB2022;102.2;161.56;242.99;484.68;0;;35.68
ID_341959;6;2;44.98;R3;F2;M1;RF3;RFM7;04JUN2021;11.49;22.49;33.49;44.98;0;-7.5;12.48
ID_341987;14;1;32.5;R1;F1;M1;RF1;RFM1;02NOV2021;32.5;32.5;32.5;32.5;0;;8
ID_342095;18;1;17.2;R1;F1;M1;RF1;RFM1;08JUL2021;17.2;17.2;17.2;17.2;0;;4.7
ID_342207;12;9;1259.97;R2;F3;M3;RF3;RFM9;29SEP2021;55.8;139.99666667;476;1259.97;0;-15;172.57
ID_342383;19;1;19;R1;F1;M1;RF1;RFM1;20JUN2021;19;19;19;19;0;;3.49
ID_34262;3;2;183.98;R3;F2;M2;RF3;RFM8;23SEP2022;86.49;91.99;97.49;183.98;0;-15;15.98
ID_342766;16;1;48.7;R1;F1;M1;RF1;RFM1;11SEP2021;48.7;48.7;48.7;48.7;0;;8
ID_342778;7;4;573.47;R3;F3;M3;RF3;RFM9;01MAY2021;40.99;143.3675;420.49;573.47;0;;78.97
ID_342858;14;1;44.99;R1;F1;M1;RF1;RFM1;05NOV2021;44.99;44.99;44.99;44.99;0;;5.99
ID_342967;10;2;56.6;R2;F2;M1;RF2;RFM4;02MAR2022;14.8;28.3;41.8;56.6;0;;13.6
ID_343168;2;4;267.37;R3;F3;M2;RF3;RFM8;10JUL2021;20.5;66.8425;139.99;267.37;0;;62.47
ID_343238;3;3;364.03;R3;F2;M3;RF3;RFM9;30MAR2021;45.19;121.34333333;245;364.03;0;;47.48
ID_343281;3;1;38.99;R3;F1;M1;RF2;RFM4;27OCT2022;38.99;38.99;38.99;38.99;0;;6.99
ID_343359;14;1;18.99;R1;F1;M1;RF1;RFM1;13NOV2021;18.99;18.99;18.99;18.99;0;;4.49
ID_343420;8;1;128.49;R2;F1;M2;RF2;RFM5;26MAY2022;128.49;128.49;128.49;128.49;0;;8.49
ID_343460;4;1;341;R3;F1;M3;RF2;RFM6;18SEP2022;341;341;341;341;0;;31
ID_343530;6;3;45.97;R3;F2;M1;RF3;RFM7;04APR2021;11.99;15.323333333;17.99;45.97;0;;13.97
ID_343660;4;2;102.98;R3;F2;M2;RF3;RFM8;11FEB2021;32.99;51.49;69.99;102.98;0;;9.98
ID_344091;2;3;494.19;R3;F2;M3;RF3;RFM9;28JAN2022;64.2;164.73;300;494.19;0;-20;41.18
ID_344110;2;5;412.58;R3;F3;M3;RF3;RFM9;19JAN2021;31.49;82.516;247;412.58;0;;42.08
ID_344131;2;4;1856.58;R3;F3;M3;RF3;RFM9;04OCT2021;30.5;464.145;918.99;1856.58;0;-110.9;131.48
ID_344173;21;1;59.5;R1;F1;M1;RF1;RFM1;02APR2021;59.5;59.5;59.5;59.5;0;;4.99
ID_344249;1;1;45.99;R3;F1;M1;RF2;RFM4;05DEC2022;45.99;45.99;45.99;45.99;0;;5.99
ID_344670;7;1;39.49;R3;F1;M1;RF2;RFM4;14JUN2022;39.49;39.49;39.49;39.49;0;;5.99
ID_344800;2;5;197.98;R3;F3;M2;RF3;RFM8;21MAR2021;27.8;39.596;64.99;197.98;0;;35.48
ID_344887;22;1;27.5;R1;F1;M1;RF1;RFM1;13MAR2021;27.5;27.5;27.5;27.5;0;;8
ID_345080;7;5;925.48;R3;F3;M3;RF3;RFM9;11APR2021;30.5;185.096;299.99;925.48;0;;114.96
ID_345318;2;1;125.99;R3;F1;M2;RF2;RFM5;23NOV2022;125.99;125.99;125.99;125.99;0;;30.99
ID_345354;2;1;41.2;R3;F1;M1;RF2;RFM4;14NOV2022;41.2;41.2;41.2;41.2;0;;5.2
ID_346005;8;4;331.4;R2;F3;M3;RF3;RFM9;14MAY2021;41;82.85;131;331.4;0;;31.5
ID_346319;24;1;312.99;R1;F1;M3;RF1;RFM3;21JAN2021;312.99;312.99;312.99;312.99;0;;12.99
ID_346353;14;1;62.99;R1;F1;M1;RF1;RFM1;18NOV2021;62.99;62.99;62.99;62.99;0;;4.99
ID_346380;10;1;181.9;R2;F1;M2;RF2;RFM5;19MAR2022;181.9;181.9;181.9;181.9;0;;14.4
ID_346381;23;1;93.99;R1;F1;M2;RF1;RFM2;20FEB2021;93.99;93.99;93.99;93.99;0;;3.99
ID_346813;19;1;168.49;R1;F1;M2;RF1;RFM2;13JUN2021;168.49;168.49;168.49;168.49;0;;19.49
ID_346920;4;3;199.19;R3;F2;M2;RF3;RFM8;06JUL2021;55.2;66.396666667;77.5;199.19;0;;21.69
