num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye;date_modifiee;date_sas
ID_213846;401572;05-nov-22;115;;45;;160;05-nov-22;05NOV2022
ID_213886;343367;26-nov-21;199;;22;;221;26-nov-21;26NOV2021
ID_213907;304359;12-mai-21;155;;8;;163;12-may-21;12MAY2021
ID_213963;335911;04-nov-21;35;;4.7;;39.7;04-nov-21;04NOV2021
ID_213963;340462;18-nov-21;55;;8;;63;18-nov-21;18NOV2021
ID_213963;395239;15-sept-22;140;-20;8.49;;128.49;15-sep-22;15SEP2022
ID_214;328827;24-sept-21;25;;6.8;;31.8;24-sep-21;24SEP2021
ID_214;335446;03-nov-21;105;;8;;113;03-nov-21;03NOV2021
ID_214;339867;16-nov-21;32.5;;6.8;;39.3;16-nov-21;16NOV2021
ID_214225;289756;21-févr-21;35;;4.7;;39.7;21-feb-21;21FEB2021
ID_214225;365891;08-mars-22;39.5;;4.7;;44.2;08-mar-22;08MAR2022
ID_214261;278100;09-janv-21;65;;8;;73;09-jan-21;09JAN2021
ID_214261;278839;11-janv-21;125;-15;9.6;;119.6;11-jan-21;11JAN2021
ID_214261;287285;10-févr-21;175;;19.49;-19.49;175;10-feb-21;10FEB2021
ID_214261;304728;15-mai-21;140;;11.2;;151.2;15-may-21;15MAY2021
ID_214408;295617;24-mars-21;22;;3.99;;25.99;24-mar-21;24MAR2021
ID_214408;315417;11-juil-21;70;;4.49;;74.49;11-jul-21;11JUL2021
ID_214408;362322;17-févr-22;11.5;;3.99;;15.49;17-feb-22;17FEB2022
ID_214408;380836;12-juin-22;18;-3;4.6;;19.6;12-jun-22;12JUN2022
ID_214546;302831;02-mai-21;12.5;;3.49;;15.99;02-may-21;02MAY2021
ID_214825;297294;31-mars-21;77;;4.49;;81.49;31-mar-21;31MAR2021
ID_214825;378914;30-mai-22;254;;9.49;;263.49;30-may-22;30MAY2022
ID_214825;380466;09-juin-22;228.5;-20;25;;233.5;09-jun-22;09JUN2022
ID_214825;398122;09-oct-22;82;;9.49;;91.49;09-oct-22;09OCT2022
ID_215040;298267;05-avr-21;193.67;;29.99;;223.66;05-apr-21;05APR2021
ID_215118;295845;26-mars-21;19;;4.49;;23.49;26-mar-21;26MAR2021
ID_215118;342213;23-nov-21;58;;4.99;;62.99;23-nov-21;23NOV2021
ID_215410;376968;12-mai-22;696;;40;;736;12-may-22;12MAY2022
ID_215410;397633;05-oct-22;42;;5.5;;47.5;05-oct-22;05OCT2022
ID_215475;299956;11-avr-21;630;;74.99;;704.99;11-apr-21;11APR2021
ID_215501;282227;22-janv-21;72.5;;5.99;;78.49;22-jan-21;22JAN2021
ID_215501;294092;13-mars-21;25;;4.49;;29.49;13-mar-21;13MAR2021
ID_215501;295677;25-mars-21;23;;3.99;;26.99;25-mar-21;25MAR2021
ID_215501;316966;18-juil-21;56.5;-5.65;19.49;;70.34;18-jul-21;18JUL2021
ID_215501;355205;22-janv-22;23.85;;5.99;;29.84;22-jan-22;22JAN2022
ID_215581;348699;26-déc-21;85;;19.49;;104.49;26-dec-21;26DEC2021
ID_215769;375067;01-mai-22;53;;5.2;-5.2;53;01-may-22;01MAY2022
ID_215769;386261;06-juil-22;139;;12.25;;151.25;06-jul-22;06JUL2022
ID_215781;331036;03-oct-21;235.5;;11.2;;246.7;03-oct-21;03OCT2021
ID_215881;305172;19-mai-21;78;;7.99;;85.99;19-may-21;19MAY2021
ID_215972;287948;11-févr-21;55;;4.99;;59.99;11-feb-21;11FEB2021
ID_215972;299001;08-avr-21;59.5;;4.99;-4.99;59.5;08-apr-21;08APR2021
ID_215972;301642;22-avr-21;192;-15;7.99;;184.99;22-apr-21;22APR2021
ID_215972;301646;22-avr-21;52.5;;3.99;;56.49;22-apr-21;22APR2021
ID_215972;345468;05-déc-21;359;;45.49;;404.49;05-dec-21;05DEC2021
ID_216740;327948;18-sept-21;29;;3.99;;32.99;18-sep-21;18SEP2021
ID_216823;282070;22-janv-21;11;-2.2;3.99;;12.79;22-jan-21;22JAN2021
ID_216823;367154;20-mars-22;258;;19.49;;277.49;20-mar-22;20MAR2022
ID_217164;397897;07-oct-22;110.45;;10;;120.45;07-oct-22;07OCT2022
ID_217459;307630;02-juin-21;53.5;;8;;61.5;02-jun-21;02JUN2021
ID_217459;335227;03-nov-21;30;;6.8;;36.8;03-nov-21;03NOV2021
ID_217831;288080;11-févr-21;58;;4.99;;62.99;11-feb-21;11FEB2021
ID_217831;311101;23-juin-21;29;;6.8;;35.8;23-jun-21;23JUN2021
ID_217831;317938;23-juil-21;28;;4.49;;32.49;23-jul-21;23JUL2021
ID_217831;347022;13-déc-21;77;;4.49;;81.49;13-dec-21;13DEC2021
ID_217876;288331;12-févr-21;18;;3.99;;21.99;12-feb-21;12FEB2021
ID_217876;338007;11-nov-21;72;-40;4.7;;36.7;11-nov-21;11NOV2021
ID_217952;358583;01-févr-22;184;;29.99;;213.99;01-feb-22;01FEB2022
ID_217952;365203;03-mars-22;28;;3.99;;31.99;03-mar-22;03MAR2022
ID_218077;280149;15-janv-21;55;;8;;63;15-jan-21;15JAN2021
ID_218077;336873;07-nov-21;749;;29;;778;07-nov-21;07NOV2021
ID_218077;355540;23-janv-22;29;;6.8;;35.8;23-jan-22;23JAN2022
ID_218077;383052;25-juin-22;89.25;;22.5;;111.75;25-jun-22;25JUN2022
ID_218077;385899;04-juil-22;89;;8.49;;97.49;04-jul-22;04JUL2022
ID_218591;290324;23-févr-21;29.5;;8;;37.5;23-feb-21;23FEB2021
ID_218627;287786;11-févr-21;55;;4.99;;59.99;11-feb-21;11FEB2021
ID_218639;299801;11-avr-21;325;;44;;369;11-apr-21;11APR2021
ID_218639;310043;18-juin-21;150;;19.49;;169.49;18-jun-21;18JUN2021
ID_218639;357530;29-janv-22;119;;19.49;;138.49;29-jan-22;29JAN2022
ID_218690;323434;23-déc-21;32.5;;3.99;;36.49;23-dec-21;23DEC2021
ID_218690;323435;23-déc-21;230;;45.49;;275.49;23-dec-21;23DEC2021
ID_218690;352399;16-janv-22;25;;5.99;;30.99;16-jan-22;16JAN2022
ID_218690;367366;21-mars-22;127;-15;45.49;;157.49;21-mar-22;21MAR2022
ID_218739;366284;11-mars-22;22;;6.8;;28.8;11-mar-22;11MAR2022
ID_218819;313076;30-juin-21;150;;19.49;;169.49;30-jun-21;30JUN2021
ID_218819;359155;02-févr-22;158;;19.49;;177.49;02-feb-22;02FEB2022
ID_218819;370933;06-avr-22;29.4;;8.49;;37.89;06-apr-22;06APR2022
ID_218819;370967;06-avr-22;28.4;;7.49;;35.89;06-apr-22;06APR2022
ID_218819;381460;16-juin-22;37.5;;7.49;;44.99;16-jun-22;16JUN2022
ID_218819;382362;22-juin-22;90.5;;37.5;;128;22-jun-22;22JUN2022
ID_218819;397541;04-oct-22;54;;8.5;;62.5;04-oct-22;04OCT2022
ID_218890;385004;29-juin-22;146;;17.4;;163.4;29-jun-22;29JUN2022
ID_218890;385011;29-juin-22;25;;7.2;;32.2;29-jun-22;29JUN2022
ID_219260;348441;23-déc-21;85;;19.49;;104.49;23-dec-21;23DEC2021
ID_219394;294813;18-mars-21;15;;4.7;;19.7;18-mar-21;18MAR2021
ID_219394;306778;29-mai-21;48;;4.49;;52.49;29-may-21;29MAY2021
ID_219394;308431;06-juin-21;249;;29.99;;278.99;06-jun-21;06JUN2021
ID_219394;325072;05-sept-21;31;;3.49;;34.49;05-sep-21;05SEP2021
ID_219507;285906;04-févr-21;85;-7.5;19.49;;96.99;04-feb-21;04FEB2021
ID_219507;307314;31-mai-21;159;-20;29.99;;168.99;31-may-21;31MAY2021
ID_219507;321652;11-déc-21;100;;5.99;;105.99;11-dec-21;11DEC2021
ID_219507;332136;12-oct-21;199;-20;12.99;;191.99;12-oct-21;12OCT2021
ID_219507;346049;08-déc-21;139;-20;29.99;;148.99;08-dec-21;08DEC2021
ID_219507;353475;17-janv-22;153;-30.6;8.49;;130.89;17-jan-22;17JAN2022
ID_219507;373198;15-avr-22;116.5;-15;5.99;;107.49;15-apr-22;15APR2022
ID_219507;376935;12-mai-22;29.5;;5.2;;34.7;12-may-22;12MAY2022
ID_219507;397221;30-sept-22;137;-15;9.49;;131.49;30-sep-22;30SEP2022
ID_219654;385188;30-juin-22;25;;10;;35;30-jun-22;30JUN2022
ID_219663;315264;10-juil-21;13.9;-1.39;6.8;;19.31;10-jul-21;10JUL2021
ID_219676;291648;28-févr-21;49.5;;5.49;-5.49;49.5;28-feb-21;28FEB2021
ID_219676;293694;12-mars-21;58;;4.49;;62.49;12-mar-21;12MAR2021
ID_219676;305799;23-mai-21;84;;3.99;;87.99;23-may-21;23MAY2021
ID_219703;305275;20-mai-21;135;;19.49;;154.49;20-may-21;20MAY2021
ID_219703;327331;16-sept-21;90;;9.6;;99.6;16-sep-21;16SEP2021
ID_219703;340400;18-nov-21;83;;5.49;;88.49;18-nov-21;18NOV2021
ID_219703;345277;04-déc-21;34;;5.49;;39.49;04-dec-21;04DEC2021
ID_219703;379580;04-juin-22;490;-98;25;;417;04-jun-22;04JUN2022
ID_219747;298816;07-avr-21;59.5;;4.99;-4.99;59.5;07-apr-21;07APR2021
ID_219747;323652;24-déc-21;46;;3.99;;49.99;24-dec-21;24DEC2021
ID_219747;336760;06-nov-21;92;;4.49;-4.49;92;06-nov-21;06NOV2021
ID_219747;347476;15-déc-21;69;;12.99;;81.99;15-dec-21;15DEC2021
ID_219747;363787;23-févr-22;53;;4.49;;57.49;23-feb-22;23FEB2022
ID_220522;288760;14-févr-21;48.5;;3.99;;52.49;14-feb-21;14FEB2021
ID_220522;305042;18-mai-21;83;;8;;91;18-may-21;18MAY2021
ID_220522;323741;25-déc-21;12.5;;3.49;;15.99;25-dec-21;25DEC2021
ID_220522;332223;12-oct-21;19.5;;12.99;;32.49;12-oct-21;12OCT2021
ID_220522;356300;25-janv-22;12.5;;4.7;;17.2;25-jan-22;25JAN2022
ID_220886;304360;12-mai-21;42.5;;8;;50.5;12-may-21;12MAY2021
ID_220886;315424;11-juil-21;24.4;-2.44;6.8;;28.76;11-jul-21;11JUL2021
ID_220886;331468;07-oct-21;38;;8;;46;07-oct-21;07OCT2021
ID_220886;385334;30-juin-22;28.2;;6.5;;34.7;30-jun-22;30JUN2022
ID_220905;318588;25-juil-21;450;;29.99;;479.99;25-jul-21;25JUL2021
ID_220905;318610;25-juil-21;133;;29.99;-29.99;133;25-jul-21;25JUL2021
ID_220905;321273;08-déc-21;120;;9.6;;129.6;08-dec-21;08DEC2021
ID_220905;342234;23-nov-21;150;;19.49;;169.49;23-nov-21;23NOV2021
ID_220905;359372;03-févr-22;67;;5.49;;72.49;03-feb-22;03FEB2022
ID_220905;377326;16-mai-22;19.5;;5.99;;25.49;16-may-22;16MAY2022
ID_220916;358082;30-janv-22;29;;4.49;;33.49;30-jan-22;30JAN2022
ID_220977;288188;12-févr-21;85;;19.49;-19.49;85;12-feb-21;12FEB2021
ID_220977;288255;12-févr-21;69.5;;19.49;;69.5;12-feb-21;12FEB2021
ID_220977;322499;18-déc-21;155;;19.49;;174.49;18-dec-21;18DEC2021
ID_220977;322502;18-déc-21;26;;3.99;;29.99;18-dec-21;18DEC2021
ID_220977;368334;27-mars-22;130.9;;19.49;;150.39;27-mar-22;27MAR2022
ID_220977;386838;08-juil-22;405;;29.5;-29.5;405;08-jul-22;08JUL2022
ID_220977;394492;08-sept-22;52;;12.25;;64.25;08-sep-22;08SEP2022
ID_221116;350246;09-janv-22;22.8;;6.8;;29.6;09-jan-22;09JAN2022
ID_221173;280403;16-janv-21;22;;3.49;;25.49;16-jan-21;16JAN2021
ID_221237;350358;09-janv-22;179;;29.99;-29.99;179;09-jan-22;09JAN2022
ID_221300;353194;17-janv-22;89;;12.99;;101.99;17-jan-22;17JAN2022
ID_221300;399057;14-oct-22;7;;6.5;;13.5;14-oct-22;14OCT2022
ID_221401;295791;26-mars-21;14;;6.8;;20.8;26-mar-21;26MAR2021
ID_221401;323524;23-déc-21;12.5;;4.7;;17.2;23-dec-21;23DEC2021
ID_221401;340247;17-nov-21;20;;4.7;-4.7;20;17-nov-21;17NOV2021
ID_221401;392227;13-déc-22;30.74;;5.5;-5.5;30.74;13-dec-22;13DEC2022
ID_221438;288165;12-févr-21;18;;3.99;;21.99;12-feb-21;12FEB2021
ID_221438;401499;04-nov-22;29;;5.2;;34.2;04-nov-22;04NOV2022
ID_221656;286476;07-févr-21;20;;6.8;;26.8;07-feb-21;07FEB2021
ID_221656;288056;11-févr-21;29;;6.8;;35.8;11-feb-21;11FEB2021
ID_221656;331088;04-oct-21;25;;6.8;;31.8;04-oct-21;04OCT2021
ID_221656;396712;25-sept-22;70;;17.4;;87.4;25-sep-22;25SEP2022
ID_221690;278948;11-janv-21;143.5;;9.6;;153.1;11-jan-21;11JAN2021
ID_221690;284984;01-févr-21;9.5;;4.7;;14.2;01-feb-21;01FEB2021
ID_221869;280834;18-janv-21;36;;3.99;;39.99;18-jan-21;18JAN2021
ID_221869;302364;29-avr-21;29;;6.8;;35.8;29-apr-21;29APR2021
ID_221869;364718;27-févr-22;118;;8;;126;27-feb-22;27FEB2022
ID_221869;380123;07-juin-22;49.5;;25;-25;49.5;07-jun-22;07JUN2022
ID_221896;278557;10-janv-21;52.5;;4.49;;56.99;10-jan-21;10JAN2021
ID_222148;301324;19-avr-21;39;;4.49;;43.49;19-apr-21;19APR2021
ID_222148;301326;19-avr-21;20;;3.99;;23.99;19-apr-21;19APR2021
ID_222148;316339;16-juil-21;15;;6.8;;21.8;16-jul-21;16JUL2021
ID_222148;316343;16-juil-21;6.5;;4.7;;11.2;16-jul-21;16JUL2021
ID_222148;316346;16-juil-21;15;;6.8;;21.8;16-jul-21;16JUL2021
ID_222184;296565;28-mars-21;30;;4.49;;34.49;28-mar-21;28MAR2021
ID_222184;296583;28-mars-21;150;;19.49;;169.49;28-mar-21;28MAR2021
ID_222184;316457;17-juil-21;17;;3.99;;20.99;17-jul-21;17JUL2021
ID_222184;321498;09-déc-21;17;;3.99;;20.99;09-dec-21;09DEC2021
ID_222184;331111;04-oct-21;46;;19.49;;65.49;04-oct-21;04OCT2021
ID_222184;355947;24-janv-22;25;;4.99;;29.99;24-jan-22;24JAN2022
ID_222184;387823;10-juil-22;24;;4.6;;28.6;10-jul-22;10JUL2022
ID_222285;278174;09-janv-21;22;;8;;30;09-jan-21;09JAN2021
ID_222285;303551;07-mai-21;25;;6.8;;31.8;07-may-21;07MAY2021
ID_222285;314872;09-juil-21;20;;8;;28;09-jul-21;09JUL2021
ID_222285;332070;11-oct-21;9.5;;4.7;;14.2;11-oct-21;11OCT2021
ID_222285;345290;04-déc-21;85;;8;;93;04-dec-21;04DEC2021
ID_222285;373366;16-avr-22;18;;7.49;;25.49;16-apr-22;16APR2022
ID_222285;396526;23-sept-22;38;;10;;48;23-sep-22;23SEP2022
ID_222331;370316;04-avr-22;12;;4.6;;16.6;04-apr-22;04APR2022
ID_222365;289570;19-févr-21;22.5;;3.99;;26.49;19-feb-21;19FEB2021
ID_222365;320171;01-déc-21;110;;29.99;;139.99;01-dec-21;01DEC2021
ID_222365;335664;04-nov-21;45;;6.8;;51.8;04-nov-21;04NOV2021
ID_222365;352390;16-janv-22;14;;4.99;;18.99;16-jan-22;16JAN2022
ID_222365;374636;29-avr-22;25;;8.99;;33.99;29-apr-22;29APR2022
ID_222365;374640;29-avr-22;87;;7.2;-7.2;87;29-apr-22;29APR2022
ID_222365;381811;20-juin-22;17.15;;5.2;;22.35;20-jun-22;20JUN2022
ID_222365;391617;06-déc-22;12;;4.6;;16.6;06-dec-22;06DEC2022
ID_222670;282859;24-janv-21;190;;8;;198;24-jan-21;24JAN2021
ID_222670;290561;25-févr-21;23;;9.6;;32.6;25-feb-21;25FEB2021
ID_222670;339210;14-nov-21;32.5;;6.8;;39.3;14-nov-21;14NOV2021
ID_222699;309035;09-juin-21;105;;8;;113;09-jun-21;09JUN2021
ID_222699;349271;03-janv-22;85;-20;4.99;;69.99;03-jan-22;03JAN2022
ID_222865;330453;01-oct-21;40.5;;3.99;;44.49;01-oct-21;01OCT2021
ID_222865;330720;02-oct-21;22;;3.99;;25.99;02-oct-21;02OCT2021
ID_222865;359900;05-févr-22;29;;4.49;;33.49;05-feb-22;05FEB2022
ID_222865;370820;06-avr-22;74;;8.49;;82.49;06-apr-22;06APR2022
ID_222865;406496;03-déc-22;39;;5.2;;44.2;03-dec-22;03DEC2022
ID_222865;406499;03-déc-22;19;;5.99;-4;20.99;03-dec-22;03DEC2022
ID_222910;357724;29-janv-22;300;;29.99;;329.99;29-jan-22;29JAN2022
ID_223060;310013;18-juin-21;795;;50;34.99;879.99;18-jun-21;18JUN2021
ID_223060;327728;17-sept-21;445;;45.49;;490.49;17-sep-21;17SEP2021
ID_223060;359084;02-févr-22;165;;19.49;;184.49;02-feb-22;02FEB2022
ID_223060;359150;02-févr-22;49;;4.49;;53.49;02-feb-22;02FEB2022
ID_2231;314591;08-juil-21;36;;5.49;;41.49;08-jul-21;08JUL2021
ID_2231;333304;22-oct-21;13;;3.99;;16.99;22-oct-21;22OCT2021
ID_22311;397758;06-oct-22;44.75;;8.49;;53.24;06-oct-22;06OCT2022
ID_22311;404303;18-nov-22;61;-12.2;8.5;;57.3;18-nov-22;18NOV2022
ID_22311;408307;15-déc-22;549;;55;-55;549;15-dec-22;15DEC2022
ID_223457;350311;09-janv-22;31.8;;4.99;;36.79;09-jan-22;09JAN2022
ID_223457;352717;16-janv-22;60;;12.99;;72.99;16-jan-22;16JAN2022
ID_223727;331168;04-oct-21;20;;9.6;;29.6;04-oct-21;04OCT2021
ID_223727;335834;04-nov-21;12.5;;4.7;;17.2;04-nov-21;04NOV2021
ID_223885;277055;05-janv-21;89;;5.49;;94.49;05-jan-21;05JAN2021
ID_223885;338062;11-nov-21;39;;4.49;;43.49;11-nov-21;11NOV2021
ID_223885;342142;23-nov-21;89;;19.49;;108.49;23-nov-21;23NOV2021
ID_223885;342913;25-nov-21;21;;3.99;;24.99;25-nov-21;25NOV2021
ID_223885;358118;30-janv-22;79;;12.99;;91.99;30-jan-22;30JAN2022
ID_223885;364900;01-mars-22;310;-20;29.99;;319.99;01-mar-22;01MAR2022
ID_224097;280653;17-janv-21;124;;8;;132;17-jan-21;17JAN2021
ID_224097;294263;14-mars-21;10.5;;4.7;;15.2;14-mar-21;14MAR2021
ID_224097;295355;22-mars-21;42;;4.7;;46.7;22-mar-21;22MAR2021
ID_224097;305634;21-mai-21;99;;6.8;;105.8;21-may-21;21MAY2021
ID_224520;280375;15-janv-21;44;;3.99;;47.99;15-jan-21;15JAN2021
ID_224520;336684;06-nov-21;165;;29.99;;194.99;06-nov-21;06NOV2021
ID_224520;353693;18-janv-22;24;;8.49;;32.49;18-jan-22;18JAN2022
ID_224520;360969;09-févr-22;39;;4.49;;43.49;09-feb-22;09FEB2022
ID_224721;340890;19-nov-21;40.5;;5.49;;45.99;19-nov-21;19NOV2021
ID_224784;334858;02-nov-21;749;;29;;778;02-nov-21;02NOV2021
ID_225064;300840;16-avr-21;12.5;;4.7;;17.2;16-apr-21;16APR2021
ID_225108;304127;11-mai-21;37.5;;4.49;;41.99;11-may-21;11MAY2021
ID_225108;377873;22-mai-22;34;;6.99;;40.99;22-may-22;22MAY2022
ID_225108;383602;26-juin-22;169.35;-15;8.5;;162.85;26-jun-22;26JUN2022
ID_225369;302188;27-avr-21;19;;3.99;;22.99;27-apr-21;27APR2021
ID_225369;331964;10-oct-21;16.5;;3.99;;20.49;10-oct-21;10OCT2021
ID_225645;380254;08-juin-22;139;-20;17.4;;136.4;08-jun-22;08JUN2022
ID_225645;384848;29-juin-22;85;;31;;116;29-jun-22;29JUN2022
ID_225645;392662;18-déc-22;139;;17.4;;156.4;18-dec-22;18DEC2022
ID_225645;392663;18-déc-22;110;;25;;135;18-dec-22;18DEC2022
ID_225645;393337;25-déc-22;39;;5.2;;44.2;25-dec-22;25DEC2022
ID_225739;302579;01-mai-21;95;;5.49;;100.49;01-may-21;01MAY2021
ID_225739;306237;26-mai-21;55;;3.99;;58.99;26-may-21;26MAY2021
ID_225750;407968;11-déc-22;30;;6.5;;36.5;11-dec-22;11DEC2022
ID_225849;309570;13-juin-21;28.5;;8;;36.5;13-jun-21;13JUN2021
ID_225849;377844;21-mai-22;50;;16.5;;66.5;21-may-22;21MAY2022
ID_225849;400416;26-oct-22;14;;6.5;;20.5;26-oct-22;26OCT2022
ID_226;287904;11-févr-21;55;;4.99;;59.99;11-feb-21;11FEB2021
ID_226;364136;25-févr-22;465;-93;29.99;;401.99;25-feb-22;25FEB2022
ID_226182;300063;12-avr-21;75;-7.5;19.49;;86.99;12-apr-21;12APR2021
ID_226182;357514;29-janv-22;142.9;;45.49;;188.39;29-jan-22;29JAN2022
ID_226182;363050;20-févr-22;20;;9.6;;29.6;20-feb-22;20FEB2022
ID_226216;292965;07-mars-21;145;;29.99;;174.99;07-mar-21;07MAR2021
ID_226216;357947;30-janv-22;28.5;;3.99;;32.49;30-jan-22;30JAN2022
ID_226216;359620;04-févr-22;47;;19.49;;66.49;04-feb-22;04FEB2022
ID_226223;408187;13-déc-22;104;-20;15;;99;13-dec-22;13DEC2022
ID_226228;326186;12-sept-21;139;;7.99;;146.99;12-sep-21;12SEP2021
ID_226228;335317;03-nov-21;45;;4.49;;49.49;03-nov-21;03NOV2021
ID_226228;341007;19-nov-21;29;;3.99;;32.99;19-nov-21;19NOV2021
ID_226228;384090;27-juin-22;57.5;;8.49;;65.99;27-jun-22;27JUN2022
ID_226228;387561;09-juil-22;25;;8.49;;33.49;09-jul-22;09JUL2022
ID_226401;335776;04-nov-21;25;;4.49;-0.5;28.99;04-nov-21;04NOV2021
ID_226697;347230;14-déc-21;44;;5.49;;49.49;14-dec-21;14DEC2021
ID_226697;350040;08-janv-22;101.9;-15;11.2;;98.1;08-jan-22;08JAN2022
ID_227064;294945;19-mars-21;21;;3.99;;24.99;19-mar-21;19MAR2021
ID_227064;303454;06-mai-21;12;;4.7;;16.7;06-may-21;06MAY2021
ID_227064;337135;07-nov-21;62;;5.49;;67.49;07-nov-21;07NOV2021
ID_227064;363712;23-févr-22;31;;4.7;;35.7;23-feb-22;23FEB2022
ID_227160;277277;07-janv-21;11;;4.7;;15.7;07-jan-21;07JAN2021
ID_227160;280731;17-janv-21;60;;8;;68;17-jan-21;17JAN2021
ID_227160;293609;11-mars-21;77;;8;;85;11-mar-21;11MAR2021
ID_227160;295471;23-mars-21;32;;4.7;;36.7;23-mar-21;23MAR2021
ID_227160;305252;20-mai-21;285;;29.99;;314.99;20-may-21;20MAY2021
ID_227160;309909;17-juin-21;19;;4.7;;23.7;17-jun-21;17JUN2021
ID_227160;312169;27-juin-21;22.5;;4.7;;27.2;27-jun-21;27JUN2021
ID_227160;319947;01-déc-21;50;;12.99;;62.99;01-dec-21;01DEC2021
ID_227160;365857;08-mars-22;155;;19.49;;174.49;08-mar-22;08MAR2022
ID_227199;367100;20-mars-22;29;;8;;37;20-mar-22;20MAR2022
ID_227266;322669;19-déc-21;39;;5.49;;44.49;19-dec-21;19DEC2021
ID_227266;324710;03-sept-21;34.5;;4.99;;39.49;03-sep-21;03SEP2021
ID_227266;363524;22-févr-22;18;;6.49;;24.49;22-feb-22;22FEB2022
ID_227507;324725;03-sept-21;78;;9.6;;87.6;03-sep-21;03SEP2021
ID_227576;289660;20-févr-21;22;;6.8;;28.8;20-feb-21;20FEB2021
ID_227576;298955;08-avr-21;12;;6.8;;18.8;08-apr-21;08APR2021
ID_227576;343754;27-nov-21;84;;8;;92;27-nov-21;27NOV2021
ID_227730;327855;18-sept-21;43.5;;3.99;;47.49;18-sep-21;18SEP2021
ID_227730;333036;19-oct-21;199;-15;12.99;;196.99;19-oct-21;19OCT2021
ID_227730;380383;09-juin-22;44;;8.99;;52.99;09-jun-22;09JUN2022
ID_227730;393683;29-déc-22;184;;12;;196;29-dec-22;29DEC2022
ID_227924;289242;17-févr-21;46;;3.99;;49.99;17-feb-21;17FEB2021
ID_227924;300220;12-avr-21;495;-15;45.49;;525.49;12-apr-21;12APR2021
ID_227924;332961;18-oct-21;67;-6.7;8;;68.3;18-oct-21;18OCT2021
ID_227924;385507;01-juil-22;9;;6.5;;15.5;01-jul-22;01JUL2022
ID_228367;288341;12-févr-21;15;;4.7;;19.7;12-feb-21;12FEB2021
ID_228387;278264;09-janv-21;59;;9.6;;68.6;09-jan-21;09JAN2021
ID_228387;308145;04-juin-21;170;;45.49;;215.49;04-jun-21;04JUN2021
ID_228387;383995;27-juin-22;287;;22.5;;309.5;27-jun-22;27JUN2022
ID_228583;394889;13-sept-22;85;;12.25;;97.25;13-sep-22;13SEP2022
ID_228644;391235;03-déc-22;55;;5.99;;60.99;03-dec-22;03DEC2022
ID_228733;286938;09-févr-21;36.7;;4.49;;41.19;09-feb-21;09FEB2021
ID_228733;290396;24-févr-21;57.5;;4.49;-4.49;57.5;24-feb-21;24FEB2021
ID_229;377702;20-mai-22;33.5;;5.99;;39.49;20-may-22;20MAY2022
ID_229103;280681;17-janv-21;78;;5.99;;83.99;17-jan-21;17JAN2021
ID_229103;303383;06-mai-21;106;;11.2;;117.2;06-may-21;06MAY2021
ID_229103;394027;03-sept-22;70;;8.5;;78.5;03-sep-22;03SEP2022
ID_229312;280293;15-janv-21;369;;9.6;;378.6;15-jan-21;15JAN2021
ID_229312;303471;06-mai-21;39.6;;8;;47.6;06-may-21;06MAY2021
ID_229312;303767;09-mai-21;109.6;;4.7;-4.7;109.6;09-may-21;09MAY2021
ID_229312;313247;01-juil-21;279;;19.49;;298.49;01-jul-21;01JUL2021
ID_229312;348927;28-déc-21;420;-15;29.99;;434.99;28-dec-21;28DEC2021
ID_229312;350672;10-janv-22;52.3;;4.99;;57.29;10-jan-22;10JAN2022
ID_229312;358591;01-févr-22;68;;8;;76;01-feb-22;01FEB2022
ID_229315;309249;11-juin-21;76;;4.7;-1.21;79.49;11-jun-21;11JUN2021
ID_229315;326389;12-sept-21;55;;4.99;;59.99;12-sep-21;12SEP2021
ID_229317;298091;04-avr-21;1065;-25;50;-50;1040;04-apr-21;04APR2021
ID_229317;342548;24-nov-21;29;;6.8;;35.8;24-nov-21;24NOV2021
ID_229317;346823;12-déc-21;27;;3.99;;30.99;12-dec-21;12DEC2021
ID_229317;357472;29-janv-22;29;;4.49;;33.49;29-jan-22;29JAN2022
ID_229597;298033;04-avr-21;31.5;;5.49;;36.99;04-apr-21;04APR2021
ID_229597;303413;06-mai-21;36;;5.49;;41.49;06-may-21;06MAY2021
ID_229597;319983;01-déc-21;87;;19.49;;106.49;01-dec-21;01DEC2021
ID_229597;322833;20-déc-21;40;;12.99;;52.99;20-dec-21;20DEC2021
ID_229597;325558;09-sept-21;72.5;;12.99;;85.49;09-sep-21;09SEP2021
ID_229597;349593;07-janv-22;115.5;;19.49;;134.99;07-jan-22;07JAN2022
ID_229597;394601;11-sept-22;14;;6.5;;20.5;11-sep-22;11SEP2022
ID_229761;346126;08-déc-21;104;;12.99;;116.99;08-dec-21;08DEC2021
ID_229761;396995;28-sept-22;195;;12;;207;28-sep-22;28SEP2022
ID_230038;280453;16-janv-21;17.5;;3.49;;20.99;16-jan-21;16JAN2021
ID_230038;282992;24-janv-21;37.5;;8;;45.5;24-jan-21;24JAN2021
ID_230168;285165;02-févr-21;130;;19.49;;149.49;02-feb-21;02FEB2021
ID_230168;302292;28-avr-21;77.5;;6.8;;84.3;28-apr-21;28APR2021
ID_230168;305057;18-mai-21;21;;4.7;;25.7;18-may-21;18MAY2021
ID_230168;306003;24-mai-21;24;;8;;32;24-may-21;24MAY2021
ID_230168;307724;02-juin-21;11;;4.7;;15.7;02-jun-21;02JUN2021
